"ResponseId","geo_zipcode","SWLS","MLQ_P","PRLQ","walkscore_walkscore","walkscore_transitscore","walkscore_bikescore","walkscore_city_name","walkscore_state_name","mobility_city_name","mobility_msa_name","mobility_score","Seg_Rank","Seg_City","Seg_State","Segregation_Divergence_Score","Segregation_Category","ZIP_FIPS","ZIP_Name","ZIP_X3_Digit_Tabulation","ZIP_X5_Digit_Tabulation","ZIP_Area_Name","ZIP_Zipcode_Zone","ZIP_State_Territory","ZIP_Total_Population","ZIP_Population_Density","ZIP_Area","ZIP_Total_Population1","ZIP_Total_Population_Male","ZIP_Total_Population_Female","ZIP_X_Total_Population_Male","ZIP_X_Total_Population_Female","ZIP_Total_Population2","ZIP_Total_Population_Under_5_Years","ZIP_Total_Population_5_to_9_Years","ZIP_Total_Population_10_to_14_Years","ZIP_Total_Population_15_to_17_Years","ZIP_Total_Population_18_to_24_Years","ZIP_Total_Population_25_to_34_Years","ZIP_Total_Population_35_to_44_Years","ZIP_Total_Population_45_to_54_Years","ZIP_Total_Population_55_to_64_Years","ZIP_Total_Population_65_to_74_Years","ZIP_Total_Population_75_to_84_Years","ZIP_Total_Population_85_Years_And_Over","ZIP_X_Total_Population_Under_5_Years","ZIP_X_Total_Population_5_to_9_Years","ZIP_X_Total_Population_10_to_14_Years","ZIP_X_Total_Population_15_to_17_Years","ZIP_X_Total_Population_18_to_24_Years","ZIP_X_Total_Population_25_to_34_Years","ZIP_X_Total_Population_35_to_44_Years","ZIP_X_Total_Population_45_to_54_Years","ZIP_X_Total_Population_55_to_64_Years","ZIP_X_Total_Population_65_to_74_Years","ZIP_X_Total_Population_75_to_84_Years","ZIP_X_Total_Population_85_Years_And_Over","ZIP_Total_Population3","ZIP_Total_Population_White_Alone","ZIP_Total_Population_Black_or.African_American_Alone","ZIP_Total_Population_American_Indian_And_Native_Alaskan_Alone","ZIP_Total_Population_Asian_Alone","ZIP_Total_Population_Native_Hawaiian_And_Other_Pacific_Islander_Alone","ZIP_Total_Population_Some_Other_Race_Alone","ZIP_Total_Population_Two_Or_More_Races","ZIP_X_Total_Population_White_Alone","ZIP_X_Total_Population_Black_or_African_American_Alone","ZIP_X_Total_Population_American_Indian_And_Native_Alaskan_Alone","ZIP_X_Total_Population_Asian_Alone","ZIP_X_Total_Population_Native_Hawaiian_And_Other_Pacific_Islander_Alone","ZIP_X_Total_Population_Some_Other_Race_Alone","ZIP_X_Total_Population_Two_Or_More_Races","ZIP_Households","ZIP_Households_Family_Households","ZIP_Households_Married_Couple_Family","ZIP_Households_Other_Family","ZIP_Households_Male_Householder_No_Wife_Present","ZIP_Households_Female_Householder_No_Husband_Present","ZIP_Households_Nonfamily_Households","ZIP_Nonfamily_Households_Male_Householder","ZIP_Nonfamily_Households_Female_Householder","ZIP_X_Households_Family_Households","ZIP_X_Households_Married_Couple_Family","ZIP_X_Households_Other_Family","ZIP_X_Households_Male_Householder_No_Wife_Present","ZIP_X_Households_Female_Householder_No_Husband_Present","ZIP_X_Households_Nonfamily_Households","ZIP_X_Nonfamily_Households_Male_Householder","ZIP_X_Nonfamily_Households_Female_Householder","ZIP_Median_Household_Income","ZIP_Housing_Units","ZIP_Occupied_Housing_Units","ZIP_Owner_Occupied","ZIP_Renter_Occupied","ZIP_X_Owner_Occupied","ZIP_X_Renter_Occupied","ZIP_Population_With_Poverty_Status","ZIP_Poverty_Status_Under_1.00","ZIP_Poverty_Status_1.00_to_1.99","ZIP_Poverty_Status_Under_2.00","ZIP_Poverty_Status_2.00_and_Over","ZIP_X_Poverty_Status_Under_1.00","ZIP_X_Poverty_Status_1.00_to_1.99","ZIP_X_Poverty_Status_Under_2.00","ZIP_X_Poverty_Status_2.00_and_Over","ZIP_Total_Population_Last","ZIP_Total_Not_Hispanic","ZIP_Total_Not_Hispanic_White_Alone","ZIP_Total_Not_Hispanic_Black_Alone","ZIP_Total_Not_Hispanic_American_Indian_Native_Alaskan_Alone","ZIP_Total_Not_Hispanic_Asian_Alone","ZIP_Total_Not_Hispanic_Native_Hawaiian_Pacific_Islander","ZIP_Total_Not_Hispanic_Other_Race","ZIP_Total_Not_Hispanic_Two_or_More_Races","ZIP_Total_Hispanic","ZIP_X_Not_Hispanic","ZIP_X_Not_Hispanic_White_Alone","ZIP_X_Not_Hispanic_Black_Alone","ZIP_X_Not_Hispanic_American_Indian_Native_Alaskan_Alone","ZIP_X_Not_Hispanic_Asian_Alone","ZIP_X_Not_Hispanic_Native_Hawaiian_Pacific_Islander","ZIP_X_Not_Hispanic_Other_Race","ZIP_X_Not_Hispanic_Two_or_More_Races","ZIP_X_Hispanic"
"R_2fprE19xDh91aqY",78411,4.98,7.54,3.43,0.61,0.58,0.47,"Corpus Christi","TX","Corpus Christi city","Corpus Christi_TX Metro Area",0.156,100,"Corpus Christi city"," TX",0.1075,"Low-Medium Segregation",78411,"ZCTA5 78411",784,78411,"ZCTA5 78411","Central South (Around TX)","TX",23492,3829.79,6.13401799545017,23492,11689,11803,49.76,50.24,23492,962,1338,1117,1222,2581,3480,2681,2744,2864,2717,1366,420,4.1,5.7,4.75,5.2,10.99,14.81,11.41,11.68,12.19,11.57,5.81,1.79,23492,16167,691,47,313,9,861,5404,68.82,2.94,0.2,1.33,0.04,3.67,23,8874,5529,3729,1800,559,1241,3345,1650,1695,62.31,42.02,20.28,6.3,13.98,37.69,18.59,19.1,58667,10365,8874,5337,3537,60.14,39.86,23318,5433,3912,9345,13973,23.3,16.78,40.08,59.92,23492,8387,7215,650,0,293,0,10,219,15105,35.7,30.71,2.77,0,1.25,0,0.04,0.93,64.3
"R_2fs2smYNu70Uq30",23320,7.08,5.75,7.59,0.58,0.17,0.48,"Chesapeake","VA","Chesapeake city","Virginia Beach-Norfolk-Newport News_VA-NC Metro Area",0.163,95,"Chesapeake city"," VA",0.1181,"Low-Medium Segregation",23320,"ZCTA5 23320",233,23320,"ZCTA5 23320","Central East Coast (Around VA)","VA",62000,1953.319,31.7408420425114,62000,29143,32857,47,53,62000,4647,3942,2483,1800,4566,11076,8578,7435,8506,5681,2467,819,7.5,6.36,4,2.9,7.36,17.86,13.84,11.99,13.72,9.16,3.98,1.32,62000,32466,18840,93,3101,59,2938,4503,52.36,30.39,0.15,5,0.1,4.74,7.26,25243,16546,12503,4043,888,3155,8697,3846,4851,65.55,49.53,16.02,3.52,12.5,34.45,15.24,19.22,81963,25939,25243,16020,9223,63.46,36.54,61261,4788,7869,12657,48604,7.82,12.85,20.66,79.34,62000,56562,31152,18250,83,3034,59,780,3204,5438,91.23,50.25,29.44,0.13,4.89,0.1,1.26,5.17,8.77
"R_3g1PCVQIMVrAoeZ",89015,4.25,7,2.09,0.94,0.15,0.1,"Henderson","NV","Henderson city","Las Vegas-Henderson-Paradise_NV Metro Area",0.166,99,"Henderson city"," NV",0.1111,"Low-Medium Segregation",89015,"ZCTA5 89015",890,89015,"ZCTA5 89015","Western Interior (Around CO)","NV",41742,1119.454,37.2878144609164,41742,20624,21118,49.41,50.59,41742,2505,2833,2828,1570,2903,5317,5144,5322,5714,4175,2309,1122,6,6.79,6.77,3.76,6.95,12.74,12.32,12.75,13.69,10,5.53,2.69,41742,29279,2191,396,1537,423,2468,5448,70.14,5.25,0.95,3.68,1.01,5.91,13.05,15156,10159,6083,4076,1226,2850,4997,2793,2204,67.03,40.14,26.89,8.09,18.8,32.97,18.43,14.54,66195,16654,15156,9456,5700,62.39,37.61,40900,5808,6976,12784,28116,14.2,17.06,31.26,68.74,41742,31705,25364,1797,251,1499,380,333,2081,10037,75.95,60.76,4.31,0.6,3.59,0.91,0.8,4.99,24.05
"R_pKUoByfuEfezqWB",76010,4.88,8.53,1.58,0.51,0.33,0.97,"Arlington","TX","Arlington city","Dallas-Fort Worth-Arlington_TX Metro Area",0.147,81,"Arlington city"," TX",0.15,"Low-Medium Segregation",76010,"ZCTA5 76010",760,76010,"ZCTA5 76010","Central South (Around TX)","TX",57197,6492.578,8.80959757342505,57197,29546,27651,51.66,48.34,57197,4898,4968,4840,2665,8872,8865,7557,5865,4372,2582,1344,369,8.56,8.69,8.46,4.66,15.51,15.5,13.21,10.25,7.64,4.51,2.35,0.65,57197,17626,9911,445,2558,563,10061,16033,30.82,17.33,0.78,4.47,0.98,17.59,28.03,18520,12126,7588,4538,1663,2875,6394,3800,2594,65.48,40.97,24.5,8.98,15.52,34.52,20.52,14.01,42571,20437,18520,6004,12516,32.42,67.58,55688,13569,18393,31962,23726,24.37,33.03,57.39,42.61,57197,22959,8914,9757,62,2550,563,72,1041,34238,40.14,15.58,17.06,0.11,4.46,0.98,0.13,1.82,59.86
"R_2uCzI3UIeIsD3Mk",7304,7.71,4.22,3.87,0.04,0.17,0.79,"Newark","NJ","Newark city","New York-Newark-Jersey City_NY-NJ-PA Metro Area",0.095,2,"Newark city"," NJ",0.6806,"High Segregation",7304,"ZCTA5 07304",73,7304,"ZCTA5 07304","North East (Around MA)","NJ",50805,24719.82,2.05523307443895,50805,25016,25789,49.24,50.76,50805,3498,3962,3339,1837,4326,9625,7545,5378,5501,3452,1975,367,6.89,7.8,6.57,3.62,8.51,18.94,14.85,10.59,10.83,6.79,3.89,0.72,50805,12488,17034,255,6909,0,6564,7555,24.58,33.53,0.5,13.6,0,12.92,14.87,19122,12184,6779,5405,1174,4231,6938,3563,3375,63.72,35.45,28.27,6.14,22.13,36.28,18.63,17.65,65504,20664,19122,5494,13628,28.73,71.27,50727,10351,10240,20591,30136,20.41,20.19,40.59,59.41,50805,33805,8955,15627,139,6798,0,584,1702,17000,66.54,17.63,30.76,0.27,13.38,0,1.15,3.35,33.46
"R_31uAV5AQx5bNRgm",23504,4.78,3.6,1.25,0.83,0.18,0.98,"Norfolk","VA","Norfolk city","Virginia Beach-Norfolk-Newport News_VA-NC Metro Area",0.163,62,"Norfolk city"," VA",0.1858,"High Segregation",23504,"ZCTA5 23504",235,23504,"ZCTA5 23504","Central East Coast (Around VA)","VA",24202,5917.114,4.09016991584517,24202,11227,12975,46.39,53.61,24202,2186,1501,1856,990,4262,3577,2693,2391,2300,1503,660,283,9.03,6.2,7.67,4.09,17.61,14.78,11.13,9.88,9.5,6.21,2.73,1.17,24202,3113,19270,51,141,0,315,1312,12.86,79.62,0.21,0.58,0,1.3,5.42,8519,4816,1647,3169,359,2810,3703,1742,1961,56.53,19.33,37.2,4.21,32.99,43.47,20.45,23.02,39611,9494,8519,2887,5632,33.89,66.11,21328,7426,5401,12827,8501,34.82,25.32,60.14,39.86,24202,23325,2821,19086,38,141,0,56,1183,877,96.38,11.66,78.86,0.16,0.58,0,0.23,4.89,3.62
"R_2775xXTllhSJw5r",78362,4.53,2.85,3.11,0.2,0.66,0.33,"Corpus Christi","TX","Corpus Christi city","Corpus Christi_TX Metro Area",0.156,100,"Corpus Christi city"," TX",0.1075,"Low-Medium Segregation",78362,"ZCTA5 78362",783,78362,"ZCTA5 78362","Central South (Around TX)","TX",10737,587.5165,18.2752306188291,10737,5608,5129,52.23,47.77,10737,451,615,1203,556,948,1226,1802,1354,1169,921,456,36,4.2,5.73,11.2,5.18,8.83,11.42,16.78,12.61,10.89,8.58,4.25,0.34,10737,8818,115,0,54,81,277,1392,82.13,1.07,0,0.5,0.75,2.58,12.96,3839,2623,1902,721,210,511,1216,742,474,68.33,49.54,18.78,5.47,13.31,31.67,19.33,12.35,75384,4483,3839,2651,1188,69.05,30.95,10607,777,2816,3593,7014,7.33,26.55,33.87,66.13,10737,5948,5512,115,0,41,81,4,195,4789,55.4,51.34,1.07,0,0.38,0.75,0.04,1.82,44.6
"R_2uCYLlSs9qY8OX0",99205,8.04,8.44,8.3,0.8,0.12,0.31,"Spokane","WA","Spokane city","Spokane-Spokane Valley_WA Metro Area",0.176,118,"Spokane city"," WA",0.0219,"Low-Medium Segregation",99205,"ZCTA5 99205",992,99205,"ZCTA5 99205","West Coast (includes Hawaii/Alaska)","WA",44216,4930.893,8.96713884388654,44216,21943,22273,49.63,50.37,44216,2589,2801,2653,1688,3546,7698,6178,5643,5444,3712,1587,677,5.86,6.33,6,3.82,8.02,17.41,13.97,12.76,12.31,8.4,3.59,1.53,44216,37125,657,486,612,542,491,4303,83.96,1.49,1.1,1.38,1.23,1.11,9.73,17809,11054,7327,3727,1141,2586,6755,3062,3693,62.07,41.14,20.93,6.41,14.52,37.93,17.19,20.74,69055,18667,17809,12449,5360,69.9,30.1,43769,4700,7746,12446,31323,10.74,17.7,28.44,71.56,44216,41512,36331,646,283,599,542,132,2979,2704,93.88,82.17,1.46,0.64,1.35,1.23,0.3,6.74,6.12
"R_33rwdEZk4fOhvhv",93650,9.17,8.41,5.76,0.49,0.93,0.35,"Fresno","CA","Fresno city","Fresno_CA Metro Area",0.119,91,"Fresno city"," CA",0.1289,"Low-Medium Segregation",93650,"ZCTA5 93650",936,93650,"ZCTA5 93650","West Coast (includes Hawaii/Alaska)","CA",2844,4550.983,0.624919883798689,2844,1394,1450,49.02,50.98,2844,171,109,220,160,427,229,424,403,273,204,135,89,6.01,3.83,7.74,5.63,15.01,8.05,14.91,14.17,9.6,7.17,4.75,3.13,2844,1021,133,60,135,0,843,652,35.9,4.68,2.11,4.75,0,29.64,22.93,955,614,253,361,92,269,341,89,252,64.29,26.49,37.8,9.63,28.17,35.71,9.32,26.39,42606,987,955,349,606,36.54,63.46,2821,819,963,1782,1039,29.03,34.14,63.17,36.83,2844,640,252,101,60,118,0,0,109,2204,22.5,8.86,3.55,2.11,4.15,0,0,3.83,77.5
"R_0D0RfGXJ3DaZLUt",33713,5.03,3.13,1.74,0.48,0.32,0.05,"St. Petersburg","FL","St. Petersburg city","Tampa-St. Petersburg-Clearwater_FL Metro Area",0.159,42,"St. Petersburg city"," FL",0.2278,"High Segregation",33713,"ZCTA5 33713",337,33713,"ZCTA5 33713","South East (Around FL)","FL",32713,5005.08,6.53595923996559,32713,16680,16033,50.99,49.01,32713,1432,1798,1217,895,2013,5436,5274,4317,5014,3487,1362,468,4.38,5.5,3.72,2.74,6.15,16.62,16.12,13.2,15.33,10.66,4.16,1.43,32713,24261,2334,71,2387,18,1040,2602,74.16,7.13,0.22,7.3,0.06,3.18,7.95,14341,7685,5243,2442,786,1656,6656,3773,2883,53.59,36.56,17.03,5.48,11.55,46.41,26.31,20.1,68022,15924,14341,9989,4352,69.65,30.35,32399,3671,5263,8934,23465,11.33,16.24,27.57,72.43,32713,28484,22743,2189,71,2338,0,111,1032,4229,87.07,69.52,6.69,0.22,7.15,0,0.34,3.15,12.93
"R_UYmfpv98oW1YxW1",94606,6.66,1.59,8.93,0.35,0.43,0.2,"Oakland","CA","Oakland city","San Francisco-Oakland-Berkeley_CA Metro Area",0.127,16,"Oakland city"," CA",0.3572,"High Segregation",94606,"ZCTA5 94606",946,94606,"ZCTA5 94606","West Coast (includes Hawaii/Alaska)","CA",38459,16533.87,2.32607332543626,38459,18915,19544,49.18,50.82,38459,1553,1702,2022,1085,2282,8525,6472,5061,4591,3017,1393,756,4.04,4.43,5.26,2.82,5.93,22.17,16.83,13.16,11.94,7.84,3.62,1.97,38459,9453,6558,400,12957,166,5842,3083,24.58,17.05,1.04,33.69,0.43,15.19,8.02,15692,7644,4665,2979,1041,1938,8048,4269,3779,48.71,29.73,18.98,6.63,12.35,51.29,27.2,24.08,71442,17377,15692,3061,12631,19.51,80.49,38084,6349,6858,13207,24877,16.67,18.01,34.68,65.32,38459,30128,8224,6487,246,12878,115,387,1791,8331,78.34,21.38,16.87,0.64,33.49,0.3,1.01,4.66,21.66
"R_2PjPOyrEv9Pnhwb",93308,5.96,6.59,9.82,0.34,0.52,0.59,"Bakersfield","CA","Bakersfield city","Bakersfield_CA Metro Area",0.118,90,"Bakersfield city"," CA",0.1318,"Low-Medium Segregation",93308,"ZCTA5 93308",933,93308,"ZCTA5 93308","West Coast (includes Hawaii/Alaska)","CA",55150,160.0412,344.598822851689,55150,26609,28541,48.25,51.75,55150,3569,3650,4274,2032,4738,8503,6905,6185,7764,4324,1990,1216,6.47,6.62,7.75,3.68,8.59,15.42,12.52,11.21,14.08,7.84,3.61,2.2,55150,40004,1265,770,1369,136,5036,6570,72.54,2.29,1.4,2.48,0.25,9.13,11.91,19913,12890,8468,4422,1653,2769,7023,3392,3631,64.73,42.52,22.21,8.3,13.91,35.27,17.03,18.23,54189,21454,19913,9357,10556,46.99,53.01,53765,11681,12900,24581,29184,21.73,23.99,45.72,54.28,55150,39459,33646,1229,434,1346,102,359,2343,15691,71.55,61.01,2.23,0.79,2.44,0.18,0.65,4.25,28.45
"R_1OQ8LnROlqGijpo",23320,2.55,8.85,6.47,0.8,0.09,0.06,"Chesapeake","VA","Chesapeake city","Virginia Beach-Norfolk-Newport News_VA-NC Metro Area",0.163,95,"Chesapeake city"," VA",0.1181,"Low-Medium Segregation",23320,"ZCTA5 23320",233,23320,"ZCTA5 23320","Central East Coast (Around VA)","VA",62000,1953.319,31.7408420425114,62000,29143,32857,47,53,62000,4647,3942,2483,1800,4566,11076,8578,7435,8506,5681,2467,819,7.5,6.36,4,2.9,7.36,17.86,13.84,11.99,13.72,9.16,3.98,1.32,62000,32466,18840,93,3101,59,2938,4503,52.36,30.39,0.15,5,0.1,4.74,7.26,25243,16546,12503,4043,888,3155,8697,3846,4851,65.55,49.53,16.02,3.52,12.5,34.45,15.24,19.22,81963,25939,25243,16020,9223,63.46,36.54,61261,4788,7869,12657,48604,7.82,12.85,20.66,79.34,62000,56562,31152,18250,83,3034,59,780,3204,5438,91.23,50.25,29.44,0.13,4.89,0.1,1.26,5.17,8.77
"R_1llq5RccUdjZCNh",43614,2.13,2.91,2.08,0.59,0.01,0.65,"Toledo","OH","Toledo city","Toledo_OH Metro Area",0.147,75,"Toledo city"," OH",0.1661,"Low-Medium Segregation",43614,"ZCTA5 43614",436,43614,"ZCTA5 43614","Great Lakes (Around MI)","OH",28885,3215.832,8.98212501370663,28885,14189,14696,49.12,50.88,28885,1474,1738,1622,711,1751,5398,3332,3300,3843,3132,1636,948,5.1,6.02,5.62,2.46,6.06,18.69,11.54,11.42,13.3,10.84,5.66,3.28,28885,21237,4935,23,449,12,872,1357,73.52,17.08,0.08,1.55,0.04,3.02,4.7,13866,6584,4417,2167,680,1487,7282,3336,3946,47.48,31.85,15.63,4.9,10.72,52.52,24.06,28.46,52877,14577,13866,7869,5997,56.75,43.25,28368,4614,5142,9756,18612,16.26,18.13,34.39,65.61,28885,26758,20309,4854,10,438,12,132,1003,2127,92.64,70.31,16.8,0.03,1.52,0.04,0.46,3.47,7.36
"R_3ksOB22TySWxtZS",95205,1.66,3.72,3.33,0.42,0.18,0.1,"Stockton","CA","Stockton city","Stockton_CA Metro Area",0.113,88,"Stockton city"," CA",0.1402,"Low-Medium Segregation",95205,"ZCTA5 95205",952,95205,"ZCTA5 95205","West Coast (includes Hawaii/Alaska)","CA",40128,4462.994,8.99127409084521,40128,20263,19865,50.5,49.5,40128,3396,3728,3701,1647,4579,5690,5110,5125,3325,2232,1199,396,8.46,9.29,9.22,4.1,11.41,14.18,12.73,12.77,8.29,5.56,2.99,0.99,40128,14613,2376,563,3643,119,11754,7060,36.42,5.92,1.4,9.08,0.3,29.29,17.59,10548,8041,4776,3265,974,2291,2507,1469,1038,76.23,45.28,30.95,9.23,21.72,23.77,13.93,9.84,55536,11449,10548,5112,5436,48.46,51.54,39730,8599,10134,18733,20997,21.64,25.51,47.15,52.85,40128,10075,3666,2095,8,3554,112,18,622,30053,25.11,9.14,5.22,0.02,8.86,0.28,0.04,1.55,74.89
"R_UiF3DrBOrO3Nd8R",93308,9.42,8.35,4.1,0.95,0.35,0.44,"Bakersfield","CA","Bakersfield city","Bakersfield_CA Metro Area",0.118,90,"Bakersfield city"," CA",0.1318,"Low-Medium Segregation",93308,"ZCTA5 93308",933,93308,"ZCTA5 93308","West Coast (includes Hawaii/Alaska)","CA",55150,160.0412,344.598822851689,55150,26609,28541,48.25,51.75,55150,3569,3650,4274,2032,4738,8503,6905,6185,7764,4324,1990,1216,6.47,6.62,7.75,3.68,8.59,15.42,12.52,11.21,14.08,7.84,3.61,2.2,55150,40004,1265,770,1369,136,5036,6570,72.54,2.29,1.4,2.48,0.25,9.13,11.91,19913,12890,8468,4422,1653,2769,7023,3392,3631,64.73,42.52,22.21,8.3,13.91,35.27,17.03,18.23,54189,21454,19913,9357,10556,46.99,53.01,53765,11681,12900,24581,29184,21.73,23.99,45.72,54.28,55150,39459,33646,1229,434,1346,102,359,2343,15691,71.55,61.01,2.23,0.79,2.44,0.18,0.65,4.25,28.45
"R_yF0SdAKdxY2mGlj",27409,4.23,9.3,5.44,0.32,0.04,0.33,"Greensboro","NC","Greensboro city","Greensboro-High Point_NC Metro Area",0.144,56,"Greensboro city"," NC",0.2055,"High Segregation",27409,"ZCTA5 27409",274,27409,"ZCTA5 27409","Central East Coast (Around VA)","NC",17070,857.35,19.9101895452797,17070,7755,9315,45.43,54.57,17070,1146,688,809,671,1746,3222,2504,2083,1766,1515,633,287,6.71,4.03,4.74,3.93,10.23,18.88,14.67,12.2,10.35,8.88,3.71,1.68,17070,7730,7148,52,792,0,314,1034,45.28,41.87,0.3,4.64,0,1.84,6.06,8212,4251,2464,1787,607,1180,3961,1556,2405,51.77,30,21.76,7.39,14.37,48.23,18.95,29.29,56432,9381,8212,2834,5378,34.51,65.49,17054,2293,2919,5212,11842,13.45,17.12,30.56,69.44,17070,15849,7199,6978,52,792,0,48,780,1221,92.85,42.17,40.88,0.3,4.64,0,0.28,4.57,7.15
"R_2dN2j7jdOjKXZdi",94501,7.69,6.87,3.35,0.01,0.93,0.52,"Oakland","CA","Oakland city","San Francisco-Oakland-Berkeley_CA Metro Area",0.127,16,"Oakland city"," CA",0.3572,"High Segregation",94501,"ZCTA5 94501",945,94501,"ZCTA5 94501","West Coast (includes Hawaii/Alaska)","CA",63340,7993.549,7.92388999485712,63340,30691,32649,48.45,51.55,63340,4139,3589,3842,1883,3668,9390,10335,9003,7277,6325,2306,1583,6.53,5.67,6.07,2.97,5.79,14.82,16.32,14.21,11.49,9.99,3.64,2.5,63340,29280,4894,286,17752,368,2962,7798,46.23,7.73,0.45,28.03,0.58,4.68,12.31,24978,15109,11583,3526,688,2838,9869,4259,5610,60.49,46.37,14.12,2.75,11.36,39.51,17.05,22.46,116596,26975,24978,10344,14634,41.41,58.59,62197,5098,6071,11169,51028,8.2,9.76,17.96,82.04,63340,55127,27041,4815,241,17571,358,651,4450,8213,87.03,42.69,7.6,0.38,27.74,0.57,1.03,7.03,12.97
"R_23gjvkVnD07v1IK",90807,3.23,4.81,4.62,0.92,0.7,0.7,"Long Beach","CA","Long Beach city","Los Angeles-Long Beach-Anaheim_CA Metro Area",0.103,55,"Long Beach city"," CA",0.2077,"High Segregation",90807,"ZCTA5 90807",908,90807,"ZCTA5 90807","West Coast (includes Hawaii/Alaska)","CA",33153,7499.235,4.42085098463777,33153,16216,16937,48.91,51.09,33153,1569,1615,2135,1133,2814,4106,4544,5255,4614,3349,1178,841,4.73,4.87,6.44,3.42,8.49,12.39,13.71,15.85,13.92,10.1,3.55,2.54,33153,15098,4580,268,5383,32,4227,3565,45.54,13.81,0.81,16.24,0.1,12.75,10.75,12771,7683,5563,2120,620,1500,5088,2189,2899,60.16,43.56,16.6,4.85,11.75,39.84,17.14,22.7,89319,13375,12771,6990,5781,54.73,45.27,32698,2591,4415,7006,25692,7.92,13.5,21.43,78.57,33153,23791,12370,4332,0,5192,32,164,1701,9362,71.76,37.31,13.07,0,15.66,0.1,0.49,5.13,28.24
"R_3ELpT5Hzuc4o9lT",78043,7.9,4.58,2.39,0.58,0.42,0.17,"Laredo","TX","Laredo city","Laredo_TX Metro Area",0.105,119,"Laredo city"," TX",0.0109,"Low-Medium Segregation",78043,"ZCTA5 78043",780,78043,"ZCTA5 78043","Central South (Around TX)","TX",44443,250.9642,177.088993462518,44443,21865,22578,49.2,50.8,44443,4141,3830,3661,2327,5801,6401,5554,4665,3670,2684,1210,499,9.32,8.62,8.24,5.24,13.05,14.4,12.5,10.5,8.26,6.04,2.72,1.12,44443,22998,161,40,186,0,2175,18883,51.75,0.36,0.09,0.42,0,4.89,42.49,12624,9955,6012,3943,1293,2650,2669,1342,1327,78.86,47.62,31.23,10.24,20.99,21.14,10.63,10.51,54816,14101,12624,6751,5873,53.48,46.52,44370,12298,11553,23851,20519,27.72,26.04,53.75,46.25,44443,1469,1120,115,20,186,0,15,13,42974,3.31,2.52,0.26,0.05,0.42,0,0.03,0.03,96.69
"R_1mrYVeVGs2TevDK",91911,4.24,3.75,9.79,0.82,0.8,0.64,"Chula Vista","CA","Chula Vista city","San Diego-Carlsbad_CA Metro Area",0.145,38,"Chula Vista city"," CA",0.2522,"High Segregation",91911,"ZCTA5 91911",919,91911,"ZCTA5 91911","West Coast (includes Hawaii/Alaska)","CA",87799,6898.299,12.7276303982876,87799,42633,45166,48.56,51.44,87799,5610,5646,6196,3820,8089,13878,12591,10668,9499,6257,3544,2001,6.39,6.43,7.06,4.35,9.21,15.81,14.34,12.15,10.82,7.13,4.04,2.28,87799,37136,3580,1138,8398,435,13683,23429,42.3,4.08,1.3,9.57,0.5,15.58,26.68,25537,20134,13570,6564,1778,4786,5403,2468,2935,78.84,53.14,25.7,6.96,18.74,21.16,9.66,11.49,77705,27524,25537,13072,12465,51.19,48.81,87026,9752,15701,25453,61573,11.21,18.04,29.25,70.75,87799,23858,10686,3049,54,8060,334,38,1637,63941,27.17,12.17,3.47,0.06,9.18,0.38,0.04,1.86,72.83
"R_29fZFbQZlO0w6Og",96822,1.45,4.78,3.06,0.24,0.1,0.66,"Honolulu","HI","Urban Honolulu","Urban Honolulu_HI Metro Area",0.138,NA,NA,NA,NA,NA,96822,"ZCTA5 96822",968,96822,"ZCTA5 96822","West Coast (includes Hawaii/Alaska)","HI",45038,5606.866,8.03265188873462,45038,22041,22997,48.94,51.06,45038,2095,1895,1653,893,4096,6933,6268,5233,5599,5469,3011,1893,4.65,4.21,3.67,1.98,9.09,15.39,13.92,11.62,12.43,12.14,6.69,4.2,45038,10148,449,115,21705,3106,426,9089,22.53,1,0.26,48.19,6.9,0.95,20.18,18595,10387,7226,3161,837,2324,8208,4027,4181,55.86,38.86,17,4.5,12.5,44.14,21.66,22.48,91312,20170,18595,10299,8296,55.39,44.61,42737,4288,4401,8689,34048,10.03,10.3,20.33,79.67,45038,42242,9349,449,86,21617,3051,44,7646,2796,93.79,20.76,1,0.19,48,6.77,0.1,16.98,6.21
"R_XNBuU459m0IdfAR",91910,6.61,5.59,1.77,0.16,0.7,0.96,"Chula Vista","CA","Chula Vista city","San Diego-Carlsbad_CA Metro Area",0.145,38,"Chula Vista city"," CA",0.2522,"High Segregation",91910,"ZCTA5 91910",919,91910,"ZCTA5 91910","West Coast (includes Hawaii/Alaska)","CA",76313,6062.994,12.5866868881246,76313,38918,37395,51,49,76313,3888,4153,4701,3400,7003,11361,10316,9346,10586,7023,3085,1451,5.09,5.44,6.16,4.46,9.18,14.89,13.52,12.25,13.87,9.2,4.04,1.9,76313,35103,2797,803,7555,137,12092,17826,46,3.67,1.05,9.9,0.18,15.85,23.36,25709,18744,12746,5998,1882,4116,6965,3764,3201,72.91,49.58,23.33,7.32,16.01,27.09,14.64,12.45,84111,27980,25709,13178,12531,51.26,48.74,75387,8299,11712,20011,55376,11.01,15.54,26.54,73.46,76313,27928,15347,2689,149,7248,88,323,2084,48385,36.6,20.11,3.52,0.2,9.5,0.12,0.42,2.73,63.4
